"InputLine","Mapped Concept Count","Used lossy mention editor","Mapped Concept Label 1","Mapped Concept Label 2","Mapped Concept Label 3","Mapped Concept URI 1","Mapped Concept URI 2","Mapped Concept URI 3"
"bed nuclei of the stria terminalis, posterior division",1,0,"Bed nuclei of the stria terminalis, posterior division",,,"http://mouse.brain-map.org/atlas/index.html#BSTp",,
"nucleus substantiae nigrae, pars reticularis",0,0,,,,,,
"stratum griseum centrale",0,0,,,,,,
"lateral nucleus of the amygdala, ventral part",0,0,,,,,,
"aqueductus mesencephali",0,0,,,,,,
"polus occipitalis",0,0,,,,,,
"tractus spino-cerebellaris posterior",0,0,,,,,,
"cerebrum",1,0,"Cerebrum",,,"http://mouse.brain-map.org/atlas/index.html#CH",,
"central group",0,0,,,,,,
"thalamus dorsalis",1,1,"Thalamus",,,"http://mouse.brain-map.org/atlas/index.html#TH",,
"spinal trigeminal nucleus, interpolar part",1,0,"Spinal nucleus of the trigeminal, interpolar part",,,"http://mouse.brain-map.org/atlas/index.html#SPVI",,
"lateral lemniscus",0,0,,,,,,
"cochlear nuclei, subpeduncular granular region",0,0,,,,,,
"centre median nucleus",1,0,"Central medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#CM",,
"parasolitary nucleus",1,0,"Parasolitary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PAS",,
"fornix praecommissuralis",0,0,,,,,,
"nucleus hypoglossalis",0,0,,,,,,
"suprachiasmatic nucleus",1,0,"Suprachiasmatic nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SCH",,
"forceps minor",0,0,,,,,,
"primary somatosensory cortex, hindlimb region",0,0,,,,,,
"lobulus semilunaris rostralis",0,0,,,,,,
"cervical enlargement",0,0,,,,,,
"main olfactory bulb, mitral layer",1,0,"Main olfactory bulb, mitral layer]",,,"http://mouse.brain-map.org/atlas/index.html#MOBmi",,
"fasciculus thalamicus hypothalami",0,0,,,,,,
"nucleus of kolliker-fuse",0,0,,,,,,
"ventral spinothalamic tract",0,0,,,,,,
"arcuate nucleus of hypothalamus",0,0,,,,,,
"terminal sulcus of thalamus",0,0,,,,,,
"nucleus basalis",0,0,,,,,,
"nucleus medialis dorsalis thalami",0,0,,,,,,
"polus insulae",0,0,,,,,,
"gyrus orbitalis medialis",0,0,,,,,,
"tentorial hiatus",0,0,,,,,,
"nonspecific thalamic system",0,0,,,,,,
"decussation of the pyramidal tract",0,0,,,,,,
"motor branch of trigeminal nerve",0,0,,,,,,
"temporal lobe",0,0,,,,,,
"regio hypothalamica anterior",0,0,,,,,,
"transverse rhombencephalic sulcus",0,0,,,,,,
"superior central nucleus raphé",1,0,"Superior central nucleus raphé",,,"http://mouse.brain-map.org/atlas/index.html#CS",,
"mammillary princeps fasciculus",0,0,,,,,,
"ectorhinal cortex",0,0,,,,,,
"nucleus centri mediani thalami",0,0,,,,,,
"substantia centralis medullaris cerebri",0,0,,,,,,
"endopiriform nucleus",1,0,"Endopiriform nucleus",,,"http://mouse.brain-map.org/atlas/index.html#EP",,
"preoccipital notch",0,0,,,,,,
"hemispherium cerebelli",0,0,,,,,,
"paleodentate part of dentate nucleus",0,0,,,,,,
"rexed's lamina iii",0,0,,,,,,
"sulcus unci hippocampi",0,0,,,,,,
"lateral occipitotemporal gyrus",0,0,,,,,,
"periarchicortex",0,0,,,,,,
"root of accessory nerve",0,0,,,,,,
"mediodorsal nucleus of the thalamus, medial part",1,0,"Mediodorsal nucleus of the thalamus, medial part",,,"http://mouse.brain-map.org/atlas/index.html#MDm",,
"sulcus temporalis medius posterior",0,0,,,,,,
"nuclei tuberales",0,0,,,,,,
"endorhinal groove",0,0,,,,,,
"nuclei centrales myelencephali",0,0,,,,,,
"pars tuberalis",0,0,,,,,,
"medial parietal association cortex",0,0,,,,,,
"visual area iii",0,0,,,,,,
"posterior part of inferior frontal gyrus",0,0,,,,,,
"hemispheric zone",0,0,,,,,,
"true isocortex",0,0,,,,,,
"nucleus centralis superior",0,0,,,,,,
"nucleus ventralis tegmenti",0,0,,,,,,
"ventroanterior thalamic nucleus",0,0,,,,,,
"lateral septal complex",1,0,"Lateral septal complex",,,"http://mouse.brain-map.org/atlas/index.html#LSX",,
"annectant gyrus",0,0,,,,,,
"zonal layer of superior colliculus",1,0,"Superior colliculus, zonal layer",,,"http://mouse.brain-map.org/atlas/index.html#SCzo",,
"midbrain-hindbrain",0,0,,,,,,
"massa praecommissuralis",0,0,,,,,,
"lamina cornea",0,0,,,,,,
"cuneate nucleus",1,0,"Cuneate nucleus",,,"http://mouse.brain-map.org/atlas/index.html#CU",,
"nervus intermedius",0,0,,,,,,
"nucleus cochlearis anterior",1,0,"Ventral cochlear nucleus",,,"http://mouse.brain-map.org/atlas/index.html#VCO",,
"medial geniculate nucleus",1,0,"Medial geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#MG",,
"facial nerve nuclei",0,0,,,,,,
"choroid plexus, third ventricle",0,0,,,,,,
"pituitary gland",0,0,,,,,,
"periaqueductal gray dorsal division",0,0,,,,,,
"nucleus habenularis medialis",1,0,"Medial habenula",,,"http://mouse.brain-map.org/atlas/index.html#MH",,
"root of hypoglossal nerve",0,0,,,,,,
"vestibular nerve",0,0,,,,,,
"auditory nerve",0,0,,,,,,
"orbital cortex, lateral part",0,0,,,,,,
"radices descendentes nervi vestibulari",0,0,,,,,,
"area 3 of brodmann-09",0,0,,,,,,
"nucleus of the fields of forel",1,1,"Fields of Forel",,,"http://mouse.brain-map.org/atlas/index.html#FF",,
"nucleus substantiae griseae ventralis",0,0,,,,,,
"pallidosubthalamic fibers",0,0,,,,,,
"nucleus proprius dorsalis",0,0,,,,,,
"posterior inferior lobule",0,0,,,,,,
"nervus trigeminus radix sensibilis",0,0,,,,,,
"dorsal root fibers",0,0,,,,,,
"dorsomedial nucleus of the hypothalamus, anterior part",1,0,"Dorsomedial nucleus of the hypothalamus, anterior part",,,"http://mouse.brain-map.org/atlas/index.html#DMHa",,
"fibrae paraventriculares",0,0,,,,,,
"fountain decussation of meynert",0,0,,,,,,
"intermediate reticular nucleus",1,0,"Intermediate reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#IRN",,
"geniculate ganglion",0,0,,,,,,
"fibrae striae terminalis",0,0,,,,,,
"area 8 of mauss-08",0,0,,,,,,
"parabrachial nucleus, dorsal lateral part",0,0,,,,,,
"superior vestibular nucleus",1,0,"Superior vestibular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#SUV",,
"raphe pallidus nucleus",1,0,"Nucleus raphe pallidus",,,"http://mouse.brain-map.org/atlas/index.html#RPA",,
"interanterodorsal thalamic nucleus",0,0,,,,,,
"commissures of cerebellum",0,0,,,,,,
"adhaesio interthalamica",0,0,,,,,,
"central linear nucleus of the raphe",1,0,"Central linear nucleus raphe",,,"http://mouse.brain-map.org/atlas/index.html#CLI",,
"medial septal nucleus",1,0,"Medial septal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MS",,
"decussatio pedunculorum cerebellarium superiorum",0,0,,,,,,
"accessory olfactory bulb, granular layer",1,0,"Accessory olfactory bulb, granular layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBgr",,
"ventral commissure of the spinal cord",0,0,,,,,,
"dorsal limb",0,0,,,,,,
"molecular layer",0,0,,,,,,
"habenula",0,0,,,,,,
"ventral coclear nucleus anterior part",0,0,,,,,,
"substantia perforata posterior",0,0,,,,,,
"orbitoinsular sulcus",0,0,,,,,,
"lemniscus spinalis",0,0,,,,,,
"nucleus ventralis posterior inferior",0,0,,,,,,
"ventral medial nucleus",1,0,"Ventral medial nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#VM",,
"nucleus caudalis centralis oculomotorii",0,0,,,,,,
"commissura magna",0,0,,,,,,
"lateral habenula",1,0,"Lateral habenula",,,"http://mouse.brain-map.org/atlas/index.html#LH",,
"vagus nerve",0,0,,,,,,
"white laminae of cerebellum",0,0,,,,,,
"interpeduncular nucleus lateral subnucleus rostral part",0,0,,,,,,
"area 46",0,0,,,,,,
"fastigium",0,0,,,,,,
"posterior forceps of corpus callosum",0,0,,,,,,
"temporal pole",0,0,,,,,,
"fasciculus thalamicus",0,0,,,,,,
"cerebrum",1,0,"Cerebrum",,,"http://mouse.brain-map.org/atlas/index.html#CH",,
"paraventricular hypothalamic nucleus, lateral parvicellular part",0,0,,,,,,
"striatum",3,0,"Caudoputamen","Striatum","Striatum dorsal region","http://mouse.brain-map.org/atlas/index.html#CP","http://mouse.brain-map.org/atlas/index.html#STR","http://mouse.brain-map.org/atlas/index.html#STRd"
"inferior olivary nucleus",0,0,,,,,,
"posterior crus of fornix",0,0,,,,,,
"periaqueductal gray rostrolateral division",0,0,,,,,,
"medial pericuneate nucleus",0,0,,,,,,
"gyrus temporalis transversus primus",0,0,,,,,,
"archeocerebellum",0,0,,,,,,
"corpus nuclei caudati",0,0,,,,,,
"lobus temporalis",0,0,,,,,,
"stria laminae molecularis",0,0,,,,,,
"retrohippocampal region",1,0,"Retrohippocampal region",,,"http://mouse.brain-map.org/atlas/index.html#RHP",,
"gyrus occipitalis inferior",0,0,,,,,,
"cervicothalamic tract",0,0,,,,,,
"area hypothalamica dorsalis",0,0,,,,,,
"gracile nucleus, median part",0,0,,,,,,
"adenohypophysis",0,0,,,,,,
"nucleus centralis intermedialis",0,0,,,,,,
"glandula pinealis",0,0,,,,,,
"area infraradiata ventralis",0,0,,,,,,
"corticostriate fibers",0,0,,,,,,
"white matter of cerebellum",0,0,,,,,,
"probable internal capsule",0,0,,,,,,
"nucleus gigantocellularis",1,0,"Gigantocellular reticular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#GRN",,
"dentate gyrus crest, molecular layer",1,0,"Dentate gyrus crest, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#DGcr-mo",,
"lamina iv",0,0,,,,,,
"oral part of pulvinar",0,0,,,,,,
"foramen interventriculare",0,0,,,,,,
"main olfactory bulb, granule layer",1,0,"Main olfactory bulb, granule layer",,,"http://mouse.brain-map.org/atlas/index.html#MOBgr",,
"intermediodorsal nucleus thalamus",1,0,"Intermediodorsal nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#IMD",,
"frontopolar area 10",0,0,,,,,,
"medial preoptic area",3,0,"Medial preoptic area","Medial preoptic nucleus","Median preoptic nucleus","http://mouse.brain-map.org/atlas/index.html#MPO","http://mouse.brain-map.org/atlas/index.html#MPN","http://mouse.brain-map.org/atlas/index.html#MEPO"
"dorsal raphe nucleus, dorsal part",0,0,,,,,,
"dorsomedial nucleus of the hypothalamus, ventral part",1,0,"Dorsomedial nucleus of the hypothalamus, ventral part",,,"http://mouse.brain-map.org/atlas/index.html#DMHv",,
"secondary auditory cortex, ventral area",0,0,,,,,,
"stratum oriens",0,0,,,,,,
"precuneate lobule",0,0,,,,,,
"major island of calleja",1,0,"Major island of Calleja",,,"http://mouse.brain-map.org/atlas/index.html#islm",,
"gyrus parahippocampalis",0,0,,,,,,
"inferior rostral gyrus",0,0,,,,,,
"margo inferomedialis",0,0,,,,,,
"anterior ascending ramus of lateral sulcus",0,0,,,,,,
"culmen monticuli",0,0,,,,,,
"palaeocerebellum",0,0,,,,,,
"gyrus frontopolaris transversus inferior",0,0,,,,,,
"frenulum veli medullaris rostralis",0,0,,,,,,
"anterior hypothalamic decussation of ganser",0,0,,,,,,
"precentral motor area",0,0,,,,,,
"brachium of the superior colliculus",0,0,,,,,,
"ventral tuberomammillary nucleus",1,1,"Tuberomammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#TM",,
"isthmus-1",0,0,,,,,,
"mesial pallidum",0,0,,,,,,
"hilum of inferior olive",0,0,,,,,,
"glossopharyngeal nerve",0,0,,,,,,
"intermedius nucleus of the medulla",0,0,,,,,,
"anterior parolfactory sulcus",0,0,,,,,,
"lobulus quadrangularis",0,0,,,,,,
"tectothalamic fibers",0,0,,,,,,
"basal optic root",0,0,,,,,,
"accessory spinal nerve",0,0,,,,,,
"nucleus pulvinaris oralis",0,0,,,,,,
"lateral medullary lamina of globus pallidus",0,0,,,,,,
"lateral septal nucleus caudal  part ventral zone medial region",0,0,,,,,,
"reticular formation",0,0,,,,,,
"cell column of clarke",0,0,,,,,,
"anterior commissure, posterior part",0,0,,,,,,
"3rd cerebellar lobule",0,0,,,,,,
"inferior precentral sulcus",0,0,,,,,,
"ganglion intercrurale",0,0,,,,,,
"allocortex primitivus",0,0,,,,,,
"fornix, crus posterius",0,0,,,,,,
"parvicellular part of dorsomedial nucleus",0,0,,,,,,
"peripeduncular nucleus",1,0,"Peripeduncular nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PP",,
"nucleus ruber magnocellularis",0,0,,,,,,
"falciform fold",0,0,,,,,,
"trochlear nerve proper",0,0,,,,,,
"middle frontal white matter",0,0,,,,,,
"accessory paramedian reticular nucleus",0,0,,,,,,
"anterior median oculomotor nucleus",0,0,,,,,,
"retrosplenial granular a cortex",0,0,,,,,,
"nucleus of trochlear nerve",0,0,,,,,,
"fasciculus olfactorius",0,0,,,,,,
"prerubral tract",0,0,,,,,,
"fibrae arcuatae externae anteriores",0,0,,,,,,
"cell group y",0,0,,,,,,
"nucleus vestibularis superior",0,0,,,,,,
"pars triangularis gyri frontalis inferioris",0,0,,,,,,
"area triangularis",0,0,,,,,,
"pedunculus cerebralis",0,0,,,,,,
"tuberomammillary nucleus dorsal part",1,0,"Tuberomammillary nucleus, dorsal part",,,"http://mouse.brain-map.org/atlas/index.html#TMd",,
"lateral visual area",1,0,"Lateral visual area",,,"http://mouse.brain-map.org/atlas/index.html#VISl",,
"anterior olfactory nucleus, ventral part",0,0,,,,,,
"lateral column",0,0,,,,,,
"medial preoptic area proper",0,0,,,,,,
"dorsomedial thalamic nucleus, magnocellular part",0,0,,,,,,
"dorsal tegmental decussation",0,0,,,,,,
"claustrum",1,0,"Claustrum",,,"http://mouse.brain-map.org/atlas/index.html#CLA",,
"dorsal motor nucleus of the vagus nerve",1,0,"Dorsal motor nucleus of the vagus nerve",,,"http://mouse.brain-map.org/atlas/index.html#DMX",,
"ventromedial nucleus of hypothalamus",1,1,"Hypothalamus",,,"http://mouse.brain-map.org/atlas/index.html#HY",,
"biventral lobule",0,0,,,,,,
"solitary cells of meynert",0,0,,,,,,
"tractus mesencephalicus nervi trigemini",0,0,,,,,,
"gracile fascicle",0,0,,,,,,
"nuclei nervi oculomotorii",0,0,,,,,,
"facial nucleus",0,0,,,,,,
"ependyma",0,0,,,,,,
"area 9c of the vogts",0,0,,,,,,
"tractus parieto-temporo-pontinus",0,0,,,,,,
"trigeminal nuclei",1,0,"Midbrain trigeminal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#MEV",,
"gyrus occipitalis tertius",0,0,,,,,,
"pyramidal decussation",0,0,,,,,,
"fusiform gyrus",0,0,,,,,,
"posterior colliculus",0,0,,,,,,
"telencephalon impar",0,0,,,,,,
"posteromedian thalamic nucleus",0,0,,,,,,
"spindle cell layer",0,0,,,,,,
"fasciculus subcallosus",0,0,,,,,,
"substantia gliosa centralis",0,0,,,,,,
"inferior olivary complex, central nucleus",0,0,,,,,,
"pulvinar nucleus",0,0,,,,,,
"sulcus circularis insulae",0,0,,,,,,
"lateral part of medial mammillary nucleus",2,1,"Medial mammillary nucleus, median part","Medial mammillary nucleus",,"http://mouse.brain-map.org/atlas/index.html#Mmme","http://mouse.brain-map.org/atlas/index.html#MM",
"accessory nerve nucleus",0,0,,,,,,
"uncinate bundle of russell",0,0,,,,,,
"forceps minor of the corpus callosum",0,0,,,,,,
"intermediate acoustic stria of held",0,0,,,,,,
"tegmentocerebellar fibers",0,0,,,,,,
"parasubiculum, layers 1-6",0,0,,,,,,
"callosomarginal sulcus",0,0,,,,,,
"stratum lucidum, hippocampus",0,0,,,,,,
"nucleus lemnisci lateralis, pars ventralis",0,0,,,,,,
"corpus geniculatum mediale",1,0,"Medial geniculate complex",,,"http://mouse.brain-map.org/atlas/index.html#MG",,
"tenia fimbria",0,0,,,,,,
"eminentia medialis metencephali",0,0,,,,,,
"laterodorsal nucleus of the thalamus",1,0,"Lateral dorsal nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#LD",,
"reticular nucleus thalamus",1,0,"Reticular nucleus of the thalamus",,,"http://mouse.brain-map.org/atlas/index.html#RT",,
"uncal notch",0,0,,,,,,
"gyrus orbitalis longitudinalis internus",0,0,,,,,,
"sulcus anterolateralis",0,0,,,,,,
"area 9 of walker",0,0,,,,,,
"fibrae occipitopontinae",0,0,,,,,,
"spinocerebellum",0,0,,,,,,
"rostral sulcus",0,0,,,,,,
"paraoptic nucleus",0,0,,,,,,
"anteroventral nucleus",1,0,"Anteroventral nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#AV",,
"lateral mammillary nucleus",1,0,"Lateral mammillary nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LM",,
"lateral medullary reticular group",0,0,,,,,,
"prenodular sulcus",0,0,,,,,,
"iter",0,0,,,,,,
"lateral septal nucleus",1,0,"Lateral septal nucleus",,,"http://mouse.brain-map.org/atlas/index.html#LS",,
"piriform lobe",0,0,,,,,,
"transverse occipital sulcus",0,0,,,,,,
"lateral septal nucleus, rostral part, dorsolateral zone",0,0,,,,,,
"vestibulo-oculomotor fibers",0,0,,,,,,
"nucleus corporis geniculati medialis, pars magnocellularis",0,0,,,,,,
"uvula  sublobule ab",0,0,,,,,,
"nucleus tractus spinalis nervi trigemini",0,0,,,,,,
"pars medialis fasciculi dorsalis",0,0,,,,,,
"primary somatosensory area, mouth",1,0,"Primary somatosensory area, mouth",,,"http://mouse.brain-map.org/atlas/index.html#SSp-m",,
"prefrontal cortex",0,0,,,,,,
"ventral limb of the circular sulcus",0,0,,,,,,
"bed nuclei of the stria terminalis anterior division anteroventral area",0,0,,,,,,
"anterior hypothalamic region",0,1,,,,,,
"anterior cerebellar lobe",0,0,,,,,,
"vestibular representation",0,0,,,,,,
"lamella pallidi limitans",0,0,,,,,,
"frontal plane",0,0,,,,,,
"campus forelli",0,0,,,,,,
"middle white layer of superior colliculus",0,0,,,,,,
"nucleus septohippocampalis",0,0,,,,,,
"spinocerebellar tract",0,0,,,,,,
"inferior central tegmental nucleus",0,0,,,,,,
"sulcus parolfactorius posterior",0,0,,,,,,
"area retrolimbica agranularis",0,0,,,,,,
"periventricular zone of hypothalamus",0,0,,,,,,
"retina, outer plexiform layer",0,0,,,,,,
"ventral posteromedial nucleus thalamus, principal part",0,0,,,,,,
"interpeduncular nucleus, lateral subnucleus, rostral part",0,0,,,,,,
"triangular nucleus of septum",1,0,"Triangular nucleus of septum",,,"http://mouse.brain-map.org/atlas/index.html#TRS",,
"substantia medullaris occipitalis inferior",0,0,,,,,,
"angular bundle",0,0,,,,,,
"inferior olivary complex - not otherwise specified",0,0,,,,,,
"area 30 of mauss-08",0,0,,,,,,
"eleventh cranial nerve fibers",0,0,,,,,,
"arcuate fibers",0,0,,,,,,
"convolution of broca",0,0,,,,,,
"inferior olivary complex, dorsal accessory olive",0,0,,,,,,
"sulcus intralingualis",0,0,,,,,,
"nucleus periventricularis hypothalami",0,0,,,,,,
"prelimbic area",1,0,"Prelimbic area",,,"http://mouse.brain-map.org/atlas/index.html#PL",,
"pontocerebellum",0,0,,,,,,
"vestibulocochlear nerve",0,0,,,,,,
"nucleus of the solitary tract commissural part",1,0,"Nucleus of the solitary tract, commissural part",,,"http://mouse.brain-map.org/atlas/index.html#NTSco",,
"paracentral nucleus of the thalamus",1,0,"Paracentral nucleus",,,"http://mouse.brain-map.org/atlas/index.html#PCN",,
"bed nuclei of the stria terminalis posterior division premedullary nucleus",0,0,,,,,,
"central nucleus of amygdala",1,0,"Central amygdalar nucleus",,,"http://mouse.brain-map.org/atlas/index.html#CEA",,
"nucleus thalamicus anteroventralis",1,0,"Anteroventral nucleus of thalamus",,,"http://mouse.brain-map.org/atlas/index.html#AV",,
"area 35 of brodmann",0,0,,,,,,
"supramammillary nucleus, medial part",1,0,"Supramammillary nucleus, medial part",,,"http://mouse.brain-map.org/atlas/index.html#SUMm",,
"substantia nigra",0,0,,,,,,
"area postcentralis oralis",0,0,,,,,,
"transverse fibers of pons",0,0,,,,,,
"perisylvian language area",0,0,,,,,,
"onuf nucleus",0,0,,,,,,
"magnocellular division of basal nucleus",0,0,,,,,,
"geniculotemporal radiations",0,0,,,,,,
"column of goll",0,0,,,,,,
"glomerular layer of the accessory olfactory bulb",1,0,"Accessory olfactory bulb, glomerular layer",,,"http://mouse.brain-map.org/atlas/index.html#AOBgl",,
"posterior cerebellar lobe",0,0,,,,,,
"subthalamic fascicle",0,0,,,,,,
"dentate gyrus crest molecular layer",1,0,"Dentate gyrus crest, molecular layer",,,"http://mouse.brain-map.org/atlas/index.html#DGcr-mo",,
"nucleus interanteromedialis",0,0,,,,,,
"lateral hypothalamic area",1,0,"Lateral hypothalamic area",,,"http://mouse.brain-map.org/atlas/index.html#LHA",,
"gracile fasciculus of medulla",0,0,,,,,,
"medial group of the dorsal thalamus",1,0,"Medial group of the dorsal thalamus",,,"http://mouse.brain-map.org/atlas/index.html#MED",,
"midbrain tectum",0,0,,,,,,
"field ca2, ammon's horn",0,0,,,,,,
"fasciculus gracilis",0,0,,,,,,
"anterior nucleus of hypothalamus",1,0,"Anterior hypothalamic area",,,"http://mouse.brain-map.org/atlas/index.html#AHA",,
"olfactory entorhinal cortex",0,0,,,,,,
"nucleus tractus mesencephalicus nervi trigemini",0,0,,,,,,
