neuron_name,region_UBERON,region_ABA,annotations_ABA,annotations_UBERON
Medial entorhinal cortex layer III pyramidal cell,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000003', u'HBP_MORPHOLOGY:0000001']"
Described as stellate cells that did not show a sag potential and/or had slower membrane time constants,,,"['Missing:Described as', u'HBP_MORPHOLOGY:0000013', 'Missing:that did not show a sag potential and/or had s', 'Function:lower', 'Orientation:lower', 'Missing:membrane time constants']","['Missing:Described as', u'HBP_MORPHOLOGY:0000013', 'Missing:that did not show a sag potential and/or had s', 'Function:lower', 'Orientation:lower', 'Missing:membrane time constants']"
Thalamus relay cell,TH,TH,"[u'ABA_REGION:549', 'Function:relay']","[u'ABA_REGION:549', 'Function:relay']"
Thalamus relay cell,TH,TH,"[u'ABA_REGION:549', 'Function:relay']","[u'ABA_REGION:549', 'Function:relay']"
Dorsal motor nucleus of vagus motor neuron,DMX,dorsal motor nucleus of vagus,"[u'ABA_REGION:839', 'Function:motor']","[u'UNKN_REGION:2584', 'Function:motor']"
Spinal cord ventral horn interneuron IA,spinal cord ventral horn,spinal cord ventral horn,"[u'UNKN_REGION:4645', u'UNKN_REGION:240', 'Missing:IA']","[u'UNKN_REGION:4645', u'UNKN_REGION:240', 'Missing:IA']"
somatosensory cortex layer 5 martinotti cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000017']","[u'ABA_REGION:453', u'HBP_LAYER:0000005', u'HBP_MORPHOLOGY:0000017']"
somatosensory cortex layer 6 martinotti cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000017']","[u'ABA_REGION:453', u'HBP_LAYER:0000006', u'HBP_MORPHOLOGY:0000017']"
Stratum Lacunosum-Moleculare GABAergic Interneuron,stratum lacunosum-moleculare,stratum lacunosum-moleculare,"[u'UNKN_REGION:2897', u'HBP_NEUROTRANSMITTER:0000003']","[u'UNKN_REGION:2897', u'HBP_NEUROTRANSMITTER:0000003']"
Hippocampus CA1 glutamatergic pyramidal cell ,CA1,CA1,"[u'ABA_REGION:382', u'HBP_NEUROTRANSMITTER:0000004', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_NEUROTRANSMITTER:0000004', u'HBP_MORPHOLOGY:0000001']"
somatosensory cortex layer 2/3 regular-spiking pyramidal neuron,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000001']"
somatosensory cortex layer 2/3 fast-spiking inhibitory interneuron ,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', 'Function:inhibitory']"
BNST beaded neuron,,,"['Missing:BNST', u'HBP_MORPHOLOGY:0000069']","['Missing:BNST', u'HBP_MORPHOLOGY:0000069']"
bed nucleus of the stria terminalis VTA-projecting cell,BST,bed nucleus of the stria terminalis,"[u'ABA_REGION:351', 'Missing:VTA-projecting', 'Missing:VTA-projecting']","[u'UNKN_REGION:1067', 'Missing:VTA-projecting']"
Dentate gyrus granule cell,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Locus coeruleus noradrenergic neuron,LC,LC,"[u'ABA_REGION:147', u'HBP_NEUROTRANSMITTER:0000016']","[u'ABA_REGION:147', u'HBP_NEUROTRANSMITTER:0000016']"
Somatosensory cortex upper layer 2-3 Cck-containing CB1-expressing irregular spiking large cell GAD65-GFP,SS,SS,"[u'ABA_REGION:453', 'Function:upper', 'Orientation:upper', u'HBP_LAYER:0000111', u'NCBI_GENE:12801', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003', 'Size:large', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']","[u'ABA_REGION:453', 'Function:upper', 'Orientation:upper', u'HBP_LAYER:0000111', u'NCBI_GENE:12801', u'HBP_EPHYS:0000010', u'HBP_EPHYS_TRIGGER:0000003', 'Size:large', u'Missing:GFP', 'MOUSE_LINE:GAD65-GFP']"
Dorsal striatum aspiny cholinergic interneuron,STRd,CP,"[u'ABA_REGION:485', u'HBP_MORPHOLOGY:0000012', u'HBP_NEUROTRANSMITTER:0000005']","[u'ABA_REGION:672', u'HBP_MORPHOLOGY:0000012', u'HBP_NEUROTRANSMITTER:0000005']"
Dorsal striatum aspiny parvalbumin-expressing interneuron,STRd,CP,"[u'ABA_REGION:485', u'HBP_MORPHOLOGY:0000012', u'NCBI_GENE:19293']","[u'ABA_REGION:672', u'HBP_MORPHOLOGY:0000012', u'NCBI_GENE:19293']"
Dorsal striatum medium spiny GABAergic neuron,STRd,CP,"[u'ABA_REGION:485', 'Size:medium', u'HBP_MORPHOLOGY:0000011', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011', u'HBP_NEUROTRANSMITTER:0000003']"
Olfactory bulb (main) granule cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000026']"
Dorsal raphe nucleus serotonergic neuron,DR,DR,"[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001']","[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000001']"
Dorsal raphe nucleus non-serotonergic neuron,DR,DR,"[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000002']","[u'ABA_REGION:872', u'HBP_NEUROTRANSMITTER:0000002']"
Medial Nucleus of Trapezoid Body neuron,MV NTB,NTB,"[u'ABA_REGION:202', u'ABA_REGION:642']",[u'ABA_REGION:642']
Hippocampus CA3 interneurons receiving inputs from dentate gyrus granule cells,CA3 DG,CA3 DG,"[u'ABA_REGION:463', 'Missing:receiving inputs from', u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:463', 'Missing:receiving inputs from', u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Hippocampus CA3 pyramidal cells receiving inputs from dentate gyrus granule cells,CA3 DG,CA3 DG,"[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000001', 'Missing:receiving inputs from', u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:463', u'HBP_MORPHOLOGY:0000001', 'Missing:receiving inputs from', u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,[u'UNKN_REGION:7287'],[u'UNKN_REGION:7287']
Dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,[u'UNKN_REGION:7287'],[u'UNKN_REGION:7287']
Dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,[u'UNKN_REGION:7287'],[u'UNKN_REGION:7287']
Medial entorhinal cortex layer II projection neurons,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', 'Function:projection']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', 'Function:projection']"
Lateral entorhinal cortex layer II projection neurons ,ENTl,lateral entorhinal cortex,"[u'ABA_REGION:918', u'HBP_LAYER:0000002', 'Function:projection']","[u'UNKN_REGION:1269', u'HBP_LAYER:0000002', 'Function:projection']"
Suprachiasmatic nucleus neuron,SCH,SCH,[u'ABA_REGION:286'],[u'ABA_REGION:286']
Suprachiasmatic nucleus neuron,SCH,SCH,[u'ABA_REGION:286'],[u'ABA_REGION:286']
Neocortex basket cell,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000019']"
Thalamus relay cell,TH,TH,"[u'ABA_REGION:549', 'Function:relay']","[u'ABA_REGION:549', 'Function:relay']"
ventral bed nucleus of the stria terminalis neuron,ventral BST,ventral bed nucleus of the stria terminalis,"[u'UNKN_REGION:7', u'ABA_REGION:351']","[u'UNKN_REGION:7', u'UNKN_REGION:1067']"
dorsal bed nucleus of the stria terminalis neuron,dorsal BST,dorsal bed nucleus of the stria terminalis,"[u'UNKN_REGION:7262', u'ABA_REGION:351']","[u'UNKN_REGION:7262', u'UNKN_REGION:1067']"
Nucleus accumbens core neuron,ACB,ACB,"[u'ABA_REGION:56', 'Missing:core']","[u'ABA_REGION:56', 'Missing:core']"
Abducens nucleus motor neuron,VI,VI,"[u'ABA_REGION:653', 'Function:motor']","[u'ABA_REGION:653', 'Function:motor']"
Abducens nucleus motor neuron,VI,VI,"[u'ABA_REGION:653', 'Function:motor']","[u'ABA_REGION:653', 'Function:motor']"
Dentate gyrus granule cell,DG,DG,"[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:726', u'HBP_MORPHOLOGY:0000026']"
Deep cerebellar nucleus large neuron,,CB,"['Missing:Deep cerebellar nucleus', 'Size:large']","['Missing:Deep', u'ABA_REGION:512', 'Missing:nucleus', 'Size:large']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Dentate Gyrus ventral hilar non-bursting mossy cell,DG ventral hilar,DG ventral hilar,"[u'ABA_REGION:726', u'UNKN_REGION:7', u'UNKN_REGION:7278', 'Missing:non', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000064']","[u'ABA_REGION:726', u'UNKN_REGION:7', u'UNKN_REGION:7278', 'Missing:non', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000064']"
Dentate Gyrus dorsal hilar mossy cell,DG dorsal hilar,DG dorsal hilar,"[u'ABA_REGION:726', u'UNKN_REGION:7262', u'UNKN_REGION:7278', u'HBP_MORPHOLOGY:0000064']","[u'ABA_REGION:726', u'UNKN_REGION:7262', u'UNKN_REGION:7278', u'HBP_MORPHOLOGY:0000064']"
Dentate Gyrus ventral hilar bursting mossy cell,DG ventral hilar,DG ventral hilar,"[u'ABA_REGION:726', u'UNKN_REGION:7', u'UNKN_REGION:7278', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000064']","[u'ABA_REGION:726', u'UNKN_REGION:7', u'UNKN_REGION:7278', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_MORPHOLOGY:0000064']"
somatosensory cortex Layers II/III/V ADP-positive Pyramidal Cell,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Missing:/V ADP-', 'Function:positive', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Missing:/V ADP-', 'Function:positive', u'HBP_MORPHOLOGY:0000001']"
somatosensory cortex Layers II/III/V ADP-negative Pyramidal Cell ,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Missing:/V ADP-negative', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:453', u'HBP_LAYER:0000111', 'Missing:/V ADP-negative', u'HBP_MORPHOLOGY:0000001']"
Dorsal motor nucleus of vagus motor neuron,DMX,dorsal motor nucleus of vagus,"[u'ABA_REGION:839', 'Function:motor']","[u'UNKN_REGION:2584', 'Function:motor']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Primary Visual Cortex Layer VI Antidromic Corticofugal Neurons,VISp,VISp,"[u'ABA_REGION:385', u'HBP_LAYER:0000006', 'Missing:Antidromic Corticofugal', 'Missing:Antidromic Corticofugal']","[u'ABA_REGION:385', u'HBP_LAYER:0000006', 'Missing:Antidromic Corticofugal', 'Missing:Antidromic Corticofugal']"
Primary Visual Cortex Layer VI Non-antidromic Corticofugal Neurons,VISp,VISp,"[u'ABA_REGION:385', u'HBP_LAYER:0000006', 'Missing:Non-antidromic Corticofugal']","[u'ABA_REGION:385', u'HBP_LAYER:0000006', 'Missing:Non-antidromic Corticofugal']"
Olfactory bulb (main) granule cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000026']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
Neocortex fast spiking multipolar GABAergic cell,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000035', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:315', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003', u'HBP_MORPHOLOGY:0000035', u'HBP_NEUROTRANSMITTER:0000003']"
Neocortex multipolar bursting GABAergic cell,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000035', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000035', u'HBP_EPHYS_TRIGGER:0000005', u'HBP_NEUROTRANSMITTER:0000003']"
Ventral Hippocampus CA1 pyramidal cell,ventral CA1,ventral CA1,"[u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Dorsal Hippocampus CA1 pyramidal cell,dorsal CA1,dorsal CA1,"[u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'UNKN_REGION:7262', u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
 Layer 4 Barrel Cortex Low-Threshold Spiking Interneuron,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000004', u'ABA_REGION:329', 'Missing:Low-Threshold', u'HBP_EPHYS_TRIGGER:0000003']","[u'HBP_LAYER:0000004', u'ABA_REGION:329', 'Missing:Low-Threshold', u'HBP_EPHYS_TRIGGER:0000003']"
Layer 4 Barrel Cortex Fast Spiking Interneuron,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000004', u'ABA_REGION:329', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'HBP_LAYER:0000004', u'ABA_REGION:329', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Layer 4 excitatory regular spiking  barrel cortex neuron,SSp-bfd,SSp-bfd,"[u'HBP_LAYER:0000004', 'Function:excitatory', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:', u'ABA_REGION:329']","[u'HBP_LAYER:0000004', 'Function:excitatory', u'HBP_EPHYS:0000001', u'HBP_EPHYS_TRIGGER:0000003', 'Missing:', u'ABA_REGION:329']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Olfactory bulb (main) granule cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000026']"
Medial entorhinal cortex layer II stellate cell,medial entorhinal cortex,medial entorhinal cortex,"[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']","[u'UNKN_REGION:2841', u'HBP_LAYER:0000002', u'HBP_MORPHOLOGY:0000013']"
Somatosensory barrel cortex layer 4 spiny stellate cell projecting to layer 2/3,SSp-bfd,SSp-bfd,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000011', u'HBP_MORPHOLOGY:0000013', 'Missing:projecting to', u'HBP_LAYER:0000111']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000011', u'HBP_MORPHOLOGY:0000013', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Somatosensory barrel cortex layer 4 star pyramidal cell projecting to layer 2/3,SSp-bfd,SSp-bfd,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000013', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'HBP_LAYER:0000111']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000013', u'HBP_MORPHOLOGY:0000001', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Somatosensory barrel cortex layer 4 spiny stellate cell projecting to layer 2/3,SSp-bfd,SSp-bfd,"['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000011', u'HBP_MORPHOLOGY:0000013', 'Missing:projecting to', u'HBP_LAYER:0000111']","['Function:Somatosensory', u'ABA_REGION:329', u'HBP_LAYER:0000004', u'HBP_MORPHOLOGY:0000011', u'HBP_MORPHOLOGY:0000013', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Somatosensory cortex layer 4 unidentified excitatory cell projecting to layer 2/3 ,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']","[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Somatosensory cortex layer 4 unidentified excitatory cell projecting to layer 2/3 ,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']","[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Somatosensory cortex layer 4 unidentified excitatory cell projecting to layer 2/3 ,SS,SS,"[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']","[u'ABA_REGION:453', u'HBP_LAYER:0000004', 'Missing:unidentified', 'Function:excitatory', 'Missing:projecting to', u'HBP_LAYER:0000111']"
Neocortex uncharacterized cell,Isocortex,Isocortex,"[u'ABA_REGION:315', 'Missing:uncharacterized']","[u'ABA_REGION:315', 'Missing:uncharacterized']"
Neostriatum gabaergic interneuron,CP,CP,"[u'ABA_REGION:672', u'HBP_NEUROTRANSMITTER:0000003']","[u'ABA_REGION:672', u'HBP_NEUROTRANSMITTER:0000003']"
Neostriatum medium spiny neuron,CP,CP,"[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Hippocampus dentate gyrus postsynaptic granule cell,HPF DG,HIP DG,"[u'ABA_REGION:1089', u'ABA_REGION:726', 'Function:postsynaptic', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:1080', u'ABA_REGION:726', 'Function:postsynaptic', u'HBP_MORPHOLOGY:0000026']"
Hippocampus dentate gyrus presynaptic granule cell,HPF DG,HIP DG,"[u'ABA_REGION:1089', u'ABA_REGION:726', 'Function:presynaptic', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:1080', u'ABA_REGION:726', 'Function:presynaptic', u'HBP_MORPHOLOGY:0000026']"
Cerebellum granule cell,CB,CB,"[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000026']","[u'ABA_REGION:512', u'HBP_MORPHOLOGY:0000026']"
Neocortex basket cell,Isocortex,Isocortex,"[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:315', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Subiculum pyramidal cell,SUB,SUB,"[u'ABA_REGION:502', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:502', u'HBP_MORPHOLOGY:0000001']"
Neostriatum fast-spiking interneuron,CP,CP,"[u'ABA_REGION:672', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']","[u'ABA_REGION:672', u'HBP_EPHYS:0000080', u'HBP_EPHYS_TRIGGER:0000003']"
Neostriatum medium spiny neuron,CP,CP,"[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Neostriatum long-lasting afterhyperpolarization interneuron,CP,CP,"[u'ABA_REGION:672', 'Missing:long-lasting afterhyperpolarization']","[u'ABA_REGION:672', 'Missing:long-lasting afterhyperpolarization']"
small dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,"['Size:small', u'UNKN_REGION:7287']","['Size:small', u'UNKN_REGION:7287']"
medium dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,"['Size:medium', u'UNKN_REGION:7287']","['Size:medium', u'UNKN_REGION:7287']"
small dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,"['Size:small', u'UNKN_REGION:7287']","['Size:small', u'UNKN_REGION:7287']"
medium dorsal root ganglion cell,dorsal root ganglion,dorsal root ganglion,"['Size:medium', u'UNKN_REGION:7287']","['Size:medium', u'UNKN_REGION:7287']"
midbrain dopaminergic neuron,MB,MB,"[u'ABA_REGION:313', u'HBP_NEUROTRANSMITTER:0000007']","[u'ABA_REGION:313', u'HBP_NEUROTRANSMITTER:0000007']"
Layer 5 medial prefrontal prelimbic cortex pyramidal neurons,medial prefrontal prelimbic cortex,medial prefrontal prelimbic cortex,"[u'HBP_LAYER:0000005', u'UNKN_REGION:14', u'UNKN_REGION:7263', u'UNKN_REGION:250', u'HBP_MORPHOLOGY:0000001']","[u'HBP_LAYER:0000005', u'UNKN_REGION:14', u'UNKN_REGION:7263', u'UNKN_REGION:250', u'HBP_MORPHOLOGY:0000001']"
Amygdala basolateral nucleus pyramidal neuron,basolateral,BLA,"['Missing:Amygdala', u'UNKN_REGION:24', 'Missing:nucleus', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:295', u'HBP_MORPHOLOGY:0000001']"
Hippocampus CA1 stratum radiatum cholecystokinin-immunoreactive basket cell,CA1 CA1sr,CA1 stratum radiatum,"[u'ABA_REGION:382', u'ABA_REGION:415', u'NCBI_GENE:12424', u'HBP_MORPHOLOGY:0000019']","[u'ABA_REGION:382', u'UNKN_REGION:1407', u'NCBI_GENE:12424', u'HBP_MORPHOLOGY:0000019']"
Hippocampus CA1 stratum radiatum cholecystokinin-immunoreactive Schaffer collateral-associated cell,CA1 CA1sr,CA1 stratum radiatum,"[u'ABA_REGION:382', u'ABA_REGION:415', u'NCBI_GENE:12424', 'Missing:Schaffer collateral-associated']","[u'ABA_REGION:382', u'UNKN_REGION:1407', u'NCBI_GENE:12424', 'Missing:Schaffer collateral-associated']"
Substantia nigra pars compacta dopaminergic cell calbindin expressing,SNc,SNc,"[u'ABA_REGION:374', u'HBP_NEUROTRANSMITTER:0000007', u'NCBI_GENE:12307']","[u'ABA_REGION:374', u'HBP_NEUROTRANSMITTER:0000007', u'NCBI_GENE:12307']"
Substantia nigra pars compacta dopaminergic cell,SNc,SNc,"[u'ABA_REGION:374', u'HBP_NEUROTRANSMITTER:0000007']","[u'ABA_REGION:374', u'HBP_NEUROTRANSMITTER:0000007']"
Ventral tegmental area dopamine neuron calbindin expressing,VTA,VTA,"[u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007', u'NCBI_GENE:12307']","[u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007', u'NCBI_GENE:12307']"
Ventral tegmental area dopamine neuron,VTA,VTA,"[u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']","[u'ABA_REGION:749', u'HBP_NEUROTRANSMITTER:0000007']"
Olfactory bulb (main) mitral cell,,MOB,"['Function:Olfactory', 'Missing:bulb (main)', u'HBP_MORPHOLOGY:0000030']","[u'ABA_REGION:507', 'Missing:(main)', u'HBP_MORPHOLOGY:0000030']"
caudal pontine reticular formation prolonged response firing neuron,caudal pontine reticular formation,caudal pontine reticular formation,"[u'UNKN_REGION:29', u'UNKN_REGION:2542', 'Missing:prolonged response', u'HBP_EPHYS_TRIGGER:0000004']","[u'UNKN_REGION:29', u'UNKN_REGION:2542', 'Missing:prolonged response', u'HBP_EPHYS_TRIGGER:0000004']"
caudal pontine reticular formation nonprolonged response firing neuron,caudal pontine reticular formation,caudal pontine reticular formation,"[u'UNKN_REGION:29', u'UNKN_REGION:2542', 'Missing:nonprolonged response', u'HBP_EPHYS_TRIGGER:0000004']","[u'UNKN_REGION:29', u'UNKN_REGION:2542', 'Missing:nonprolonged response', u'HBP_EPHYS_TRIGGER:0000004']"
Neostriatum medium spiny neuron,CP,CP,"[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']","[u'ABA_REGION:672', 'Size:medium', u'HBP_MORPHOLOGY:0000011']"
Hippocampus CA1 pyramidal cell,CA1,CA1,"[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']","[u'ABA_REGION:382', u'HBP_MORPHOLOGY:0000001']"
Trigeminal nucleus motor neuron,trigeminal,trigeminal,"[u'UNKN_REGION:8', 'Missing:nucleus', 'Function:motor']","[u'UNKN_REGION:8', 'Missing:nucleus', 'Function:motor']"
Superior colliculus superficial layer neuron,superior colliculus,superior colliculus,"[u'UNKN_REGION:3295', 'Missing:superficial layer']","[u'UNKN_REGION:3295', 'Missing:superficial layer']"
