,Label,Id,Definition,Neurotransmitter,Synonym,"Located in","Has role",Species,CellSomaShape,MolecularConstituents,ExampleImage
":Category:Sound activated Johnston organ neuron","Sound activated Johnston organ neuron",nlx_148421,"Johnston's organ neuron (JON) activated by near-field sound ranging from 19 Hz to 952 Hz, maximally at 90dB (Kamikouchi et al., 2009, Yorozu et al., 2009). Cells preferentially activated by low-frequency vibration are loosely distributed as a ring in the middle layer of JON cell bodies. Higher frequencies preferentially activate JON neurons with cell bodies likely located mainly in the inner layer, directly surrounding the antennal nerve (Kamikouchi et al., 2006). These neurons are also transiently activated by the onset and offset of arista displacement.",,"sound activated Johnston''s organ neuron",,,,,,
":Category:SpA neuron","SpA neuron",nlx_146740,,,,,,,,,
":Category:SpB neuron","SpB neuron",nlx_146741,,,,,,,,,
":Category:SpC neuron","SpC neuron",nlx_146742,,,,,,,,,
":Category:SpD neuron","SpD neuron",nlx_146743,,,,,,,,,
":Category:Spinal cord border cell","Spinal cord border cell",nlx_143585,"Neuron in the ventral horn of lower thoracic/upper lumbar levels in rat, cat and monkey, regarded as the origin of the ventral spinocerebellar tract",,"Spinal border cell,spinal border neuron",":Category:Thoracic spinal cord ventral horn,:Category:Lumbar spinal cord ventral horn",":Category:Principal neuron role",":Category:Cat,:Category:Monkey,:Category:Guinea pig,:Category:Rat",,,
":Category:Spinal cord dorsal horn layer III-V interneuron","Spinal cord dorsal horn layer III-V interneuron",nlx_151678,,,,":Category:Spinal cord dorsal horn",,:Category:Vertebrata,,,
":Category:Spinal cord dorsal horn layer III-V projection neuron","Spinal cord dorsal horn layer III-V projection neuron",nlx_151677,,,,":Category:Spinal cord dorsal horn",,:Category:Vertebrata,,,
":Category:Spinal cord dorsal horn marginal neuron","Spinal cord dorsal horn marginal neuron",nlx_151676,,,,":Category:Spinal cord dorsal horn",,:Category:Vertebrata,,,
":Category:Spinal cord dorsal horn substantia gelatinosa islet neuron","Spinal cord dorsal horn substantia gelatinosa islet neuron",nlx_143973,"Neuron found in substantia gelatinosa of spinal cord. Perikarya were found throughout layer II. Most of their dendrites traveled rostrocaudally. Their dendritic arbors were shaped like cylinders with their long axes parallel to the long axis of the spinal cord. Islet cell axons arborized in the immediate vicinity of their dendritic territories, within layer II.

Islet cells had one or more dendrites that demonstrated a characteristic branching pattern in which the dendrite bifurcated with one daughter branch continuing in the same direction as its parent while the other daughter branch curved back towards the perikarya.

Islet cells in deep lamina II (lamina IIb) did not respond to noxious stiumuli whereas those in lamina IIa (outer lamina II) specifically responded to noxious stimuli.",,"islet cell,Spinal cord substantia gelatinosa islet cell",":Category:Substantia gelatinosa",":Category:Intrinsic neuron role",:Category:Cat,,,
":Category:Spinal cord dorsal horn substantia gelatinosa vertical neuron","Spinal cord dorsal horn substantia gelatinosa vertical neuron",nlx_143972,"Neuron found in the substantia gelatinosa (Rexed lamina II) of spinal cord, with perikarya situated along the superficial border of layer II. Most of their dendrites traveled ventrally while spreading out rostrocaudally, giving their dendritic arbors a fan-like shape. Stalked cell axons arborized largely in layer I.  Cell soma size ranged from 16 to 22 pm",,"stalked cell,Spinal cord substantia gelatinosa stalked cell",":Category:Substantia gelatinosa",,:Category:Cat,,,
":Category:Spinal cord intermediate horn motor neuron sympathetic","Spinal cord intermediate horn motor neuron sympathetic",nifext_109,,:Category:Acetylcholine,"Sympathetic motor neuron,preganglionic sympathetic neuron",":Category:Spinal cord",,:Category:Vertebrata,,,
":Category:Spinal cord motor neuron parasympathetic","Spinal cord motor neuron parasympathetic",nlx_38713,"Spinal cord parasympathetic motor neuron located in the sacral spinal cord",:Category:Acetylcholine,,":Category:Sacral spinal cord",":Category:Motor role of nerve cell",:Category:Vertebrata,,,
":Category:Spinal cord proprioception intersegmental cell","Spinal cord proprioception intersegmental cell",nifext_115,,,,":Category:Spinal cord",,:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron FRA","Spinal cord ventral horn interneuron FRA",nifext_114,,,"FFA interneuron,Flexor reflex afferent interneuron",":Category:Spinal cord ventral horn",,:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron IA","Spinal cord ventral horn interneuron IA",nifext_110,,,"Spinal Ia interneuron,Spinal interneuron IA",":Category:Spinal cord ventral horn",,:Category:Vertebrata,,,"File:Spinal cord ventral horn interneuron IA.gif"
":Category:Spinal cord ventral horn interneuron IB","Spinal cord ventral horn interneuron IB",nifext_111,,,"IB Interneuron",":Category:Spinal cord ventral horn",,:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron II","Spinal cord ventral horn interneuron II",nifext_112,,,,":Category:Spinal cord ventral horn",,:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron Renshaw","Spinal cord ventral horn interneuron Renshaw",nifext_113,,:Category:Glycine,"Renshaw cell,Renshaw interneuron",":Category:Spinal cord ventral horn",":Category:Intrinsic neuron role",:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron V0","Spinal cord ventral horn interneuron V0",nlx_cell_100205,,,"V0 interneuron",":Category:Spinal cord",":Category:Intrinsic neuron role",:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron V0C","Spinal cord ventral horn interneuron V0C",nlx_cell_1006021,"Spinal cord ventral horn V0 interneuron that expresses Pitx2 and use acetylcholine as a neurotransmitter",:Category:Acetylcholine,"V0c interneuron,spinal cord V0c interneuron",":Category:Spinal cord",":Category:Intrinsic neuron role",,,":Category:Pitx2,:Category:Choline Acetyltransferase,:Category:Vesicular acetylcholine transporter",
":Category:Spinal cord ventral horn interneuron V0G","Spinal cord ventral horn interneuron V0G",nlx_cell_1006033,"Spinal cord ventral horn V0 interneuron that expresses Pitx2 and vGlut2",:Category:Glutamate,"V0G interneuron,spinal cord V0G interneuron",":Category:Spinal cord",,,,":Category:Vesicular glutamate transporter 2",
":Category:Spinal cord ventral horn interneuron V1","Spinal cord ventral horn interneuron V1",nlx_cell_100206,,,"V1 interneuron",":Category:Spinal cord",":Category:Intrinsic neuron role",:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron V2","Spinal cord ventral horn interneuron V2",nlx_cell_100207,"Spinal cord ventral horn interneuron derived from an Lhx3+ progenitor cell",,"V2 interneuron",":Category:Spinal cord ventral horn",":Category:Intrinsic neuron role",:Category:Vertebrata,,,
":Category:Spinal cord ventral horn interneuron V2a","Spinal cord ventral horn interneuron V2a",nlx_144179,"V2 spinal cord ventral horn interneuron characterized by Chx10+",:Category:Glutamate,"V2a neuron,V2a interneuron",,,,,:Category:Chx10,
":Category:Spinal cord ventral horn interneuron V2b","Spinal cord ventral horn interneuron V2b",nlx_144180,"Type of V2 spinal cord ventral horn interneuron chacterized by GATA2/3",,,":Category:Spinal cord ventral horn",":Category:Intrinsic neuron role",,,":Category:GATA2,:Category:GATA3",
":Category:Spinal cord ventral horn interneuron V3","Spinal cord ventral horn interneuron V3",nlx_cell_100208,"Spinal cord ventral horn interneuron derived from the Nkx2.2 p3 progenitor cell domain (Stepian and Arber, Neuron 60:1, 2008)",:Category:Glutamate,"V3 interneuron",":Category:Spinal cord ventral horn",":Category:Intrinsic neuron role",:Category:Vertebrata,,:Category:Sim1,
":Category:Spinal cord ventral horn motor neuron alpha","Spinal cord ventral horn motor neuron alpha",sao1154704263,"Large lower motor neuron of the brainstem and spinal cord. They innervate extrafusal muscle fibers of skeletal muscle and are directly responsible for initiating their contraction. Alpha motor neurons are distinct from gamma motor neurons, which innervate intrafusal muscle fibers of muscle spindles.",":Category:Acetylcholine,:Category:Glutamate","alpha motoneuron,lower motor neuron,alpha motor neuron",":Category:Spinal cord ventral horn",":Category:Principal neuron role",:Category:Vertebrata,"Category:Multipolar ",,
":Category:Spinal cord ventral horn motor neuron beta","Spinal cord ventral horn motor neuron beta",nifext_106,,:Category:Acetylcholine,"Beta motor neuron",":Category:Spinal cord ventral horn",":Category:Motor role of nerve cell",:Category:Vertebrata,,,
":Category:Spinal cord ventral horn motor neuron gamma","Spinal cord ventral horn motor neuron gamma",sao1438006234,"Motor neurons which activate the contractile regions of intrafusal muscle fibers, thus adjusting the sensitivity of the muscle spindles to stretch. Gamma motor neurons may be ""static"" or ""dynamic"" according to which aspect of responsiveness (or which fiber types) they regulate. The alpha and gamma motor neurons are often activated together (alpha gamma coactivation) which allows the spindles to contribute to the control of movement trajectories despite changes in muscle length (MSH).",:Category:Acetylcholine,"fusimotor neuron,Gamma motor neuron",":Category:Spinal cord ventral horn",":Category:Principal neuron role",:Category:Vertebrata,"Category:Multipolar ",,
":Category:Spinocerebellar tract cell","Spinocerebellar tract cell",nifext_102,,,"Dorsal spinocerebellar tract cell",":Category:Spinocerebellar tract",,:Category:Vertebrata,,,"File:Spinocerebellar tract cell.jpg"
":Category:Stomatogastric ganglion anterior burster neuron","Stomatogastric ganglion anterior burster neuron",nlx_152047,"Identified individual neuron. Only non-efferent neuron of the pyloric central pattern generator circuit. Has endogenous bursting properties and is part of the pyloric pacemaker kernel. Graded inhibitory synapses onto pyloric and gastric mill circuit neurons within the stomatogastric ganglion, ascending axons to anterior ganglia.",:Category:Glutamate,,":Category:Stomatogastric ganglion",":Category:Principal neuron role",":Category:Invertebrate,:Category:Crustacea,:Category:Decapoda","Category:Spherical ",,
":Category:Stomatogastric ganglion lateral gastric neuron","Stomatogastric ganglion lateral gastric neuron",nlx_152044,,,,,,:Category:Vertebrata,,,
":Category:Stomatogastric ganglion lateral pyloric neuron","Stomatogastric ganglion lateral pyloric neuron",nlx_152046,,,,,,:Category:Invertebrate,,,
":Category:Stomatogastric ganglion pyloric dilator neuron","Stomatogastric ganglion pyloric dilator neuron",nlx_152045,,,,,,:Category:Invertebrate,,,
":Category:Subiculum pyramidal cell","Subiculum pyramidal cell",nifext_159,"Pyramidal neuron whose cell body is located in the subiculum",:Category:Glutamate,"Subiculum pyramidal neuron",:Category:Subiculum,,:Category:Vertebrata,"Category:Pyramidal ",,"File:Subiculum pyramidal cell.JPG"
":Category:Substantia nigra pars compacta dopaminergic cell","Substantia nigra pars compacta dopaminergic cell",nifext_145,"Principal neuron of the substantia nigra pars compacta",:Category:Dopamine,"substantia nigra dopaminergic cell,Nigral dopaminergic cell",":Category:Substantia nigra pars compacta",":Category:Principal neuron role",:Category:Mammal,,":Category:Tyrosine Hydroxylase",
":Category:Substantia nigra pars reticulata interneuron GABA","Substantia nigra pars reticulata interneuron GABA",nifext_147,,:Category:GABA,"substantia nigra pars reticulata GABA interneuron,Substantia nigra pars reticulata GABA neuron,Pars reticulata Gaba interneuron",":Category:Substantia nigra pars reticulata",,:Category:Vertebrata,,,
